Date,CP,Sentiment,Volume,Interest_Rate,Inflation_Rate
2013-01-04,1466.47,-0.06177281029522419,3424290000.0,0.14,1.6
2013-01-07,1461.89,0.12041478604078293,3304970000.0,0.14,1.6
2013-01-08,1457.15,-0.1167676467448473,3601600000.0,0.14,1.6
2013-01-09,1461.02,-0.2150942999869585,3674390000.0,0.14,1.6
2013-01-10,1472.12,-0.2501360202829043,4081840000.0,0.14,1.6
2013-01-11,1472.05,0.07100905198603868,3340650000.0,0.14,1.6
2013-01-14,1470.68,-0.11659197509288788,3003010000.0,0.14,1.6
2013-01-15,1472.34,0.0552405621856451,3135350000.0,0.14,1.6
2013-01-16,1472.63,-0.2778808046132326,3384080000.0,0.14,1.6
2013-01-17,1480.94,-0.026250844076275825,3706710000.0,0.14,1.6
2013-01-18,1485.98,-0.05376936495304108,3795740000.0,0.14,1.6
2013-01-22,1492.56,0.24646837217733264,3570950000.0,0.14,1.6
2013-01-23,1494.81,-0.19965226016938686,3552010000.0,0.14,1.6
2013-01-24,1494.82,-0.9122311696410179,3699430000.0,0.14,1.6
2013-01-25,1502.96,-0.08328024794658025,3476290000.0,0.14,1.6
2013-01-28,1500.18,0.5738607570528984,3388540000.0,0.14,1.6
2013-01-29,1507.84,-0.18193679163232446,3949640000.0,0.14,1.6
2013-01-30,1501.96,0.034770334139466286,3726810000.0,0.14,1.6
2013-01-31,1498.11,0.038103027579685055,3999880000.0,0.14,1.6
2013-02-01,1513.17,0.2126084603369236,3836320000.0,0.15,2.0
2013-02-04,1495.71,-0.014582855006059011,3390000000.0,0.15,2.0
2013-02-05,1511.29,-0.41440919740125537,3618360000.0,0.15,2.0
2013-02-06,1512.12,-0.3183473739773035,3611570000.0,0.15,2.0
2013-02-07,1509.39,-0.24431982599198818,3614580000.0,0.15,2.0
2013-02-08,1517.93,0.03248807539542516,2986150000.0,0.15,2.0
2013-02-11,1517.01,-0.040848325937986374,2684100000.0,0.15,2.0
2013-02-12,1519.43,-0.044556301552802324,3414370000.0,0.15,2.0
2013-02-13,1520.33,0.2555422680452466,3385880000.0,0.15,2.0
2013-02-14,1521.38,-0.21364124864339828,3759740000.0,0.15,2.0
2013-02-15,1519.79,0.09691286832094193,3838510000.0,0.15,2.0
2013-02-19,1530.94,-0.46426266711205244,3748910000.0,0.15,2.0
2013-02-20,1511.95,0.0970020703971386,4240570000.0,0.15,2.0
2013-02-21,1502.42,0.06292496311167876,4274600000.0,0.15,2.0
2013-02-22,1515.6,-0.3693311223760247,3419320000.0,0.15,2.0
2013-02-25,1487.85,-0.9003876782953739,4011050000.0,0.15,2.0
2013-02-26,1496.94,-0.07715512191255887,3975280000.0,0.15,2.0
2013-02-27,1515.99,0.0591283910907805,3551850000.0,0.15,2.0
2013-02-28,1514.68,-0.3694050209596753,3912320000.0,0.15,2.0
2013-03-01,1518.2,0.04649318235793284,3695610000.0,0.14,1.5
2013-03-04,1525.2,-0.47984427617241937,3414430000.0,0.14,1.5
2013-03-05,1539.79,0.11210788041353226,3610690000.0,0.14,1.5
2013-03-06,1541.46,0.04628331648806731,3676890000.0,0.14,1.5
2013-03-07,1544.26,0.05692682725687822,3634710000.0,0.14,1.5
2013-03-08,1551.18,0.4441584162414074,3652260000.0,0.14,1.5
2013-03-11,1556.22,0.005561882629990578,3091080000.0,0.14,1.5
2013-03-12,1552.48,0.022508956026285887,3274910000.0,0.14,1.5
2013-03-13,1554.52,-0.03896460744241873,3073830000.0,0.14,1.5
2013-03-14,1563.23,-0.27569297576944035,3459260000.0,0.14,1.5
2013-03-15,1560.7,0.030316390097141266,5175850000.0,0.14,1.5
2013-03-18,1552.1,0.021598393097519875,3164560000.0,0.14,1.5
2013-03-19,1548.34,0.03484155423939228,3796210000.0,0.14,1.5
2013-03-20,1558.71,-0.38162513449788094,3349090000.0,0.14,1.5
2013-03-21,1545.8,0.10403551696799695,3243270000.0,0.14,1.5
2013-03-22,1556.89,-0.06999138316937856,2948380000.0,0.14,1.5
2013-03-25,1551.69,0.02790993358939886,3178170000.0,0.14,1.5
2013-03-26,1563.77,0.9266174957156181,2869260000.0,0.14,1.5
2013-03-28,1569.19,-0.27704265620559454,3304440000.0,0.14,1.5
2013-04-01,1562.17,0.08879807544872165,2753110000.0,0.15,1.1
2013-04-02,1570.25,0.38008271623402834,3312160000.0,0.15,1.1
2013-04-03,1553.69,-0.2822385746985674,4060610000.0,0.15,1.1
2013-04-04,1559.98,0.22659403015859425,3350670000.0,0.15,1.1
2013-04-05,1553.28,-0.05327339842915535,3515410000.0,0.15,1.1
2013-04-08,1563.07,-0.4508506041020155,2887120000.0,0.15,1.1
2013-04-09,1568.61,-0.39829648472368717,3252780000.0,0.15,1.1
2013-04-10,1587.73,0.07006610045209527,3453350000.0,0.15,1.1
2013-04-11,1593.37,-0.04412962030619383,3393950000.0,0.15,1.1
2013-04-12,1588.85,-0.31063492931425574,3206290000.0,0.15,1.1
2013-04-15,1552.36,-0.22692459635436535,4660130000.0,0.15,1.1
2013-04-16,1574.57,0.06218603005011877,3654700000.0,0.15,1.1
2013-04-17,1552.01,-0.0003148249040047328,4250310000.0,0.15,1.1
2013-04-18,1541.61,0.04252957925200462,3890800000.0,0.15,1.1
2013-04-19,1555.25,0.07896053791046143,3569870000.0,0.15,1.1
2013-04-22,1562.5,0.05883504077792168,2979880000.0,0.15,1.1
2013-04-23,1578.78,-0.40637729316949844,3565150000.0,0.15,1.1
2013-04-24,1578.79,-0.1681221971909205,3598240000.0,0.15,1.1
2013-04-25,1585.16,0.1622819358482957,3908580000.0,0.15,1.1
2013-04-26,1582.24,0.061174810864031315,3198620000.0,0.15,1.1
2013-04-29,1593.61,0.33020735438913107,2891200000.0,0.15,1.1
2013-04-30,1597.57,0.04103305842727423,3745070000.0,0.15,1.1
2013-05-01,1582.7,-0.23713280679658055,3530320000.0,0.11,1.4
2013-05-02,1597.59,0.334386620670557,3366950000.0,0.11,1.4
2013-05-03,1614.42,-0.01967846229672432,3603910000.0,0.11,1.4
2013-05-07,1625.96,0.3331352770328522,3309580000.0,0.11,1.4
2013-05-08,1632.69,-0.155157090164721,3554700000.0,0.11,1.4
2013-05-09,1626.67,-0.3325107463945945,3457400000.0,0.11,1.4
2013-05-10,1633.7,0.2641625748947263,3086470000.0,0.11,1.4
2013-05-13,1633.77,-0.08633128056923549,2910600000.0,0.11,1.4
2013-05-14,1650.34,-0.01728635172670086,3457790000.0,0.11,1.4
2013-05-15,1658.78,0.15447548404335976,3657440000.0,0.11,1.4
2013-05-16,1650.47,-0.2765598092228174,3513130000.0,0.11,1.4
2013-05-17,1667.47,-0.18395892158150673,3440710000.0,0.11,1.4
2013-05-20,1666.29,0.042274567764252424,3275080000.0,0.11,1.4
2013-05-21,1669.16,0.24371787393465638,3513560000.0,0.11,1.4
2013-05-22,1655.35,0.046883586794137955,4361020000.0,0.11,1.4
2013-05-23,1650.51,0.04862370062619448,3945510000.0,0.11,1.4
2013-05-24,1649.6,0.13400155655108392,2758080000.0,0.11,1.4
2013-05-28,1660.06,-0.0201730455737561,3457400000.0,0.11,1.4
2013-05-29,1648.36,0.17133411020040512,3587140000.0,0.11,1.4
2013-05-30,1654.41,-0.0332529341802001,3498620000.0,0.11,1.4
2013-05-31,1630.74,-0.8603406269103289,4099600000.0,0.11,1.4
2013-06-04,1631.38,-0.030381216667592525,3653840000.0,0.09,1.8
2013-06-05,1608.9,-0.22152662207372487,3632350000.0,0.09,1.8
2013-06-06,1622.56,0.10344962651530902,3547380000.0,0.09,1.8
2013-06-07,1643.38,0.04162443429231644,3371990000.0,0.09,1.8
2013-06-10,1642.81,0.04217934235930443,2978730000.0,0.09,1.8
2013-06-11,1626.13,-0.03978181009491285,3435710000.0,0.09,1.8
2013-06-12,1612.52,0.5530258466800054,3202550000.0,0.09,1.8
2013-06-13,1636.36,-0.25542702836294967,3378620000.0,0.09,1.8
2013-06-14,1626.73,-0.016231244429945946,2939400000.0,0.09,1.8
2013-06-17,1639.04,-0.5059876516461372,3137080000.0,0.09,1.8
2013-06-18,1651.81,0.07591992958138387,3120980000.0,0.09,1.8
2013-06-19,1628.93,-0.06588235000769298,3545060000.0,0.09,1.8
2013-06-20,1588.19,0.01588765298947692,4858850000.0,0.09,1.8
2013-06-21,1592.43,-0.5678326752968132,5797280000.0,0.09,1.8
2013-06-24,1573.09,0.19021443029244742,4733660000.0,0.09,1.8
2013-06-25,1588.03,0.18490109452977777,3761170000.0,0.09,1.8
2013-06-26,1603.26,-0.0062580108642578125,3558340000.0,0.09,1.8
2013-06-27,1613.2,0.04406818654388189,3364540000.0,0.09,1.8
2013-06-28,1606.28,0.03506308111051718,4977190000.0,0.09,1.8
2013-07-01,1614.96,-0.722881143912673,3104690000.0,0.09,2.0
2013-07-02,1614.08,0.08411119971424341,3317130000.0,0.09,2.0
2013-07-03,1615.41,-0.22764750346541404,1966050000.0,0.09,2.0
2013-07-05,1631.89,0.03275319840759039,2634140000.0,0.09,2.0
2013-07-08,1640.46,0.015447293408215046,3514590000.0,0.09,2.0
2013-07-09,1652.32,-0.08727576831976573,3155360000.0,0.09,2.0
2013-07-10,1652.62,0.06816860125400126,3011010000.0,0.09,2.0
2013-07-12,1680.19,-0.39603745471686125,3039070000.0,0.09,2.0
2013-07-15,1682.5,0.008031262084841728,2623200000.0,0.09,2.0
2013-07-16,1676.26,-0.259182193937401,3081710000.0,0.09,2.0
2013-07-17,1680.91,0.3138199009001255,3153440000.0,0.09,2.0
2013-07-18,1689.37,0.4508316870778799,3452370000.0,0.09,2.0
2013-07-19,1692.09,-0.009761147201061249,3302580000.0,0.09,2.0
2013-07-22,1695.53,0.25380321964621544,2779130000.0,0.09,2.0
2013-07-23,1692.39,0.2160063860937953,3096180000.0,0.09,2.0
2013-07-24,1685.94,0.10044579464010894,3336120000.0,0.09,2.0
2013-07-26,1691.65,-0.13060178980231285,2762770000.0,0.09,2.0
2013-07-29,1685.33,-0.1206336102137963,2840520000.0,0.09,2.0
2013-07-30,1685.96,-0.6618476398289204,3320530000.0,0.09,2.0
2013-07-31,1685.73,-0.41835577972233295,3847390000.0,0.09,2.0
2013-08-01,1706.87,0.34705527996023494,3775170000.0,0.08,1.5
2013-08-05,1707.14,-0.6805426036007702,2529300000.0,0.08,1.5
2013-08-06,1697.37,0.011847477095822493,3141210000.0,0.08,1.5
2013-08-07,1690.91,0.22421274497173727,3010230000.0,0.08,1.5
2013-08-08,1697.48,-0.10290841106325388,3271660000.0,0.08,1.5
2013-08-09,1691.42,-0.0643838825635612,2957670000.0,0.08,1.5
2013-08-12,1689.47,-0.20152273029088974,2789160000.0,0.08,1.5
2013-08-13,1694.16,0.06190531328320503,3035560000.0,0.08,1.5
2013-08-14,1685.39,-0.014517873525619507,2871430000.0,0.08,1.5
2013-08-15,1661.32,0.0685067605227232,3426690000.0,0.08,1.5
2013-08-16,1655.83,0.09008337889931031,3211450000.0,0.08,1.5
2013-08-19,1646.06,-0.17424644902348518,2904530000.0,0.08,1.5
2013-08-20,1652.35,0.049107130616903305,2994090000.0,0.08,1.5
2013-08-21,1642.8,0.06904759195943673,2932180000.0,0.08,1.5
2013-08-22,1656.96,-0.06335560915370782,2537460000.0,0.08,1.5
2013-08-23,1663.5,0.011200274107977748,2582670000.0,0.08,1.5
2013-08-26,1656.78,0.018748044967651367,2430670000.0,0.08,1.5
2013-08-27,1630.48,-0.10560431517660618,3219190000.0,0.08,1.5
2013-08-28,1634.96,-0.42815622221678495,2784010000.0,0.08,1.5
2013-08-29,1638.17,0.2688082242384553,2527550000.0,0.08,1.5
2013-08-30,1632.97,-0.05154566513374448,2734300000.0,0.08,1.5
2013-09-03,1639.77,-0.030493985395878553,3731610000.0,0.08,1.2
2013-09-04,1653.08,0.12920816452242434,3312150000.0,0.08,1.2
2013-09-05,1655.08,0.012018391862511635,2957110000.0,0.08,1.2
2013-09-06,1655.17,0.014446143619716167,3123880000.0,0.08,1.2
2013-09-10,1683.99,-0.30942174419760704,3691800000.0,0.08,1.2
2013-09-11,1689.13,-0.08385548158548772,3135460000.0,0.08,1.2
2013-09-12,1683.42,0.0748788844794035,3106290000.0,0.08,1.2
2013-09-13,1687.99,0.02802756242454052,2736500000.0,0.08,1.2
2013-09-16,1697.6,0.08508126577362418,3079800000.0,0.08,1.2
2013-09-17,1704.76,0.18730991442377368,2774240000.0,0.08,1.2
2013-09-18,1725.52,0.3641843283548951,3989760000.0,0.08,1.2
2013-09-19,1722.34,0.06229449082165957,3740130000.0,0.08,1.2
2013-09-20,1709.91,0.11421254416927695,5074030000.0,0.08,1.2
2013-09-23,1701.84,-0.03352050110697746,3126950000.0,0.08,1.2
2013-09-24,1697.42,-0.1718953074887395,3268930000.0,0.08,1.2
2013-09-25,1692.77,0.08065393986180425,3148730000.0,0.08,1.2
2013-09-26,1698.67,0.15088500268757343,2813930000.0,0.08,1.2
2013-09-27,1691.75,-0.016827364452183247,2951700000.0,0.08,1.2
2013-09-30,1681.55,0.1798413772135973,3308630000.0,0.08,1.2
2013-10-01,1695.0,0.13995535671710968,3238690000.0,0.09,1.0
2013-10-02,1693.87,0.07820996502414346,3148600000.0,0.09,1.0
2013-10-03,1678.66,-0.14999841898679733,3279650000.0,0.09,1.0
2013-10-04,1690.5,0.0430390564724803,2880270000.0,0.09,1.0
2013-10-07,1676.12,-0.21243051315347353,2678490000.0,0.09,1.0
2013-10-08,1655.45,-0.0024735499173402786,3569230000.0,0.09,1.0
2013-10-09,1656.4,-0.06210365022222201,3577840000.0,0.09,1.0
2013-10-10,1692.56,0.29099687468260527,3362300000.0,0.09,1.0
2013-10-11,1703.2,0.0033490133161346116,2944670000.0,0.09,1.0
2013-10-14,1710.14,0.4047698453068733,2580580000.0,0.09,1.0
2013-10-15,1698.06,0.26740209544077514,3327740000.0,0.09,1.0
2013-10-16,1721.54,0.007509770182271798,3486180000.0,0.09,1.0
2013-10-17,1733.15,-0.11443854977066319,3453590000.0,0.09,1.0
2013-10-18,1744.5,-0.11659793617824714,3664890000.0,0.09,1.0
2013-10-22,1754.67,-0.25494569912552834,3850840000.0,0.09,1.0
2013-10-23,1746.38,0.05721217766404152,3713380000.0,0.09,1.0
2013-10-24,1752.07,-0.2971305502578616,3671700000.0,0.09,1.0
2013-10-25,1759.77,-0.142883057333529,3175720000.0,0.09,1.0
2013-10-28,1762.11,0.34025834826752543,3282300000.0,0.09,1.0
2013-10-29,1771.95,0.05308396462351084,3358460000.0,0.09,1.0
2013-10-30,1763.31,0.23200335749424994,3523040000.0,0.09,1.0
2013-10-31,1756.54,-0.005105716176331043,3826530000.0,0.09,1.0
2013-11-01,1761.64,-0.11269505508244038,3686290000.0,0.08,1.2
2013-11-04,1767.93,0.11742857284843922,3194870000.0,0.08,1.2
2013-11-05,1762.97,0.03373150248080492,3516680000.0,0.08,1.2
2013-11-06,1770.49,0.1632559923455119,3322100000.0,0.08,1.2
2013-11-07,1747.15,-0.10799896748115619,4143200000.0,0.08,1.2
2013-11-08,1770.61,0.020474953204393388,3837170000.0,0.08,1.2
2013-11-11,1771.89,0.20310595196982226,2534060000.0,0.08,1.2
2013-11-12,1767.69,-0.00982652883976698,3221030000.0,0.08,1.2
2013-11-13,1782.0,0.13594800215214492,3327480000.0,0.08,1.2
2013-11-14,1790.62,0.1453844163333997,3139060000.0,0.08,1.2
2013-11-15,1798.18,0.028076489455997944,3254820000.0,0.08,1.2
2013-11-18,1791.53,0.25572478235699236,3168520000.0,0.08,1.2
2013-11-19,1787.87,-0.1473451410420239,3224450000.0,0.08,1.2
2013-11-20,1781.37,0.09310884904116393,3109140000.0,0.08,1.2
2013-11-21,1795.85,-0.1812744407604138,3256630000.0,0.08,1.2
2013-11-22,1804.76,-0.11712360087161262,3055140000.0,0.08,1.2
2013-11-25,1802.48,0.06920805821816127,2998540000.0,0.08,1.2
2013-11-26,1802.75,-0.20955533422529699,3427120000.0,0.08,1.2
2013-11-27,1807.23,0.31291517056524754,2613590000.0,0.08,1.2
2013-12-02,1800.9,0.1993110626935959,3095430000.0,0.09,1.5
2013-12-03,1795.15,0.00638127326965332,3475680000.0,0.09,1.5
2013-12-04,1792.81,0.11346485745161772,3610540000.0,0.09,1.5
2013-12-05,1785.03,0.04621715843677521,3336880000.0,0.09,1.5
2013-12-06,1805.09,-0.07562878914177418,3150030000.0,0.09,1.5
2013-12-09,1808.37,0.11552437705298264,3129500000.0,0.09,1.5
2013-12-10,1802.62,-0.028515853608647983,3117150000.0,0.09,1.5
2013-12-11,1782.22,0.027080331929028034,3472240000.0,0.09,1.5
2013-12-12,1775.5,-0.07365993022297819,3306640000.0,0.09,1.5
2013-12-13,1775.32,-0.009557930752635002,3061070000.0,0.09,1.5
2013-12-16,1786.54,0.09287881478667259,3209890000.0,0.09,1.5
2013-12-17,1781.0,-0.22017452726140618,3270030000.0,0.09,1.5
2013-12-18,1810.65,-0.07132188541193803,4327770000.0,0.09,1.5
2013-12-19,1809.6,0.106048879524072,3497210000.0,0.09,1.5
2013-12-20,1818.32,-0.16732034739106894,5097700000.0,0.09,1.5
2013-12-23,1827.99,-0.17146783620119094,2851540000.0,0.09,1.5
2013-12-24,1833.32,0.034758816162745156,1307630000.0,0.09,1.5
2013-12-30,1841.07,-0.540667274966836,2293860000.0,0.09,1.5
2013-12-31,1848.36,0.2875046171247959,2312840000.0,0.09,1.5
2014-01-02,1831.98,-0.259626704081893,3080600000.0,0.07,1.6
2014-01-03,1831.37,0.1635926365852356,2774270000.0,0.07,1.6
2014-01-06,1826.77,-0.10994451716542245,3294850000.0,0.07,1.6
2014-01-07,1837.88,0.317070837598294,3511750000.0,0.07,1.6
2014-01-08,1837.49,0.045191057957708836,3652140000.0,0.07,1.6
2014-01-09,1838.13,0.26818059167514247,3581150000.0,0.07,1.6
2014-01-10,1842.37,0.1466172132641077,3335710000.0,0.07,1.6
2014-01-13,1819.2,-0.3554658306141694,3591350000.0,0.07,1.6
2014-01-15,1848.38,0.01106628713508447,3777800000.0,0.07,1.6
2014-01-16,1845.89,0.024058440700173378,3491310000.0,0.07,1.6
2014-01-17,1838.7,-0.01614362047985196,3626120000.0,0.07,1.6
2014-01-22,1844.86,-0.011604655161499977,3374170000.0,0.07,1.6
2014-01-23,1828.46,-0.0636486024595797,3972250000.0,0.07,1.6
2014-01-24,1790.29,-0.2080147716527184,4618450000.0,0.07,1.6
2014-01-27,1781.56,0.035629394464194775,4045200000.0,0.07,1.6
2014-01-28,1792.5,0.029386325428883236,3437830000.0,0.07,1.6
2014-01-30,1794.19,0.14889488741755486,3547510000.0,0.07,1.6
2014-01-31,1782.59,-0.5888992071151733,4059690000.0,0.07,1.6
2014-02-03,1741.89,-0.42381661422550676,4726040000.0,0.07,1.1
2014-02-04,1755.2,-0.13104066252708435,4068410000.0,0.07,1.1
2014-02-05,1751.64,0.08807540747026603,3984290000.0,0.07,1.1
2014-02-06,1773.43,0.12724290415644646,3825410000.0,0.07,1.1
2014-02-07,1797.02,-0.0028171539306640625,3775990000.0,0.07,1.1
2014-02-11,1819.75,-0.15205777746935686,3699380000.0,0.07,1.1
2014-02-12,1819.26,0.03426302783191204,3326380000.0,0.07,1.1
2014-02-13,1829.83,0.03267685114406049,3289510000.0,0.07,1.1
2014-02-14,1838.63,-0.11812525521963835,3114750000.0,0.07,1.1
2014-02-18,1840.76,-0.014938213862478733,3421110000.0,0.07,1.1
2014-02-19,1828.75,0.3468444496393204,3661570000.0,0.07,1.1
2014-02-20,1839.78,0.3044720080991586,3404980000.0,0.07,1.1
2014-02-21,1836.25,-0.7458069860003889,3403880000.0,0.07,1.1
2014-02-24,1847.61,-0.3041679362456004,4014530000.0,0.07,1.1
2014-02-25,1845.12,0.026384993145863216,3515560000.0,0.07,1.1
2014-02-26,1845.16,0.1070339772850275,3716730000.0,0.07,1.1
2014-02-27,1854.29,0.4680948192253709,3547460000.0,0.07,1.1
2014-02-28,1859.45,-0.18615336130772317,3917450000.0,0.07,1.1
2014-03-03,1845.73,0.007683203245202701,3428220000.0,0.08,1.5
2014-03-04,1873.91,-0.2216407903470099,3765770000.0,0.08,1.5
2014-03-05,1873.81,-0.6591172777116299,3392990000.0,0.08,1.5
2014-03-06,1877.03,-0.06937578823417426,3360450000.0,0.08,1.5
2014-03-07,1878.04,-0.4400605283677578,3564740000.0,0.08,1.5
2014-03-10,1877.17,-0.3499235251918435,3021350000.0,0.08,1.5
2014-03-11,1867.63,-0.1801716759800911,3392400000.0,0.08,1.5
2014-03-12,1868.2,-0.4583866619504988,3270860000.0,0.08,1.5
2014-03-13,1846.34,-0.21994543098844588,3670990000.0,0.08,1.5
2014-03-14,1841.13,-0.13204603791236877,3285460000.0,0.08,1.5
2014-03-17,1858.83,0.04427487030625343,2860490000.0,0.08,1.5
2014-03-18,1872.25,-0.1508390111848712,2930190000.0,0.08,1.5
2014-03-19,1860.77,0.20965448146065077,3289210000.0,0.08,1.5
2014-03-21,1866.52,-0.17867385471860567,5270710000.0,0.08,1.5
2014-03-24,1857.44,-0.21467355079948902,3409000000.0,0.08,1.5
2014-03-25,1865.62,0.5736830001696944,3200560000.0,0.08,1.5
2014-03-26,1852.56,0.039308122758354457,3480850000.0,0.08,1.5
2014-03-27,1849.04,0.0037894882261753082,3733430000.0,0.08,1.5
2014-03-28,1857.62,-0.05965181440114975,2955520000.0,0.08,1.5
2014-03-31,1872.34,0.14636680266509453,3274300000.0,0.08,1.5
2014-04-01,1885.52,0.17410660881016934,3336190000.0,0.09,2.0
2014-04-02,1890.9,0.008969498798251152,3131660000.0,0.09,2.0
2014-04-03,1888.77,-0.009782937355339527,3055600000.0,0.09,2.0
2014-04-04,1865.09,-0.550507677718997,3583750000.0,0.09,2.0
2014-04-07,1845.04,-0.4471169733442366,3801540000.0,0.09,2.0
2014-04-08,1851.96,0.0338901411741972,3721450000.0,0.09,2.0
2014-04-09,1872.18,-0.2944751661270857,3308650000.0,0.09,2.0
2014-04-10,1833.08,-0.0023245327174663544,3758780000.0,0.09,2.0
2014-04-11,1815.69,0.3288800627924502,3743460000.0,0.09,2.0
2014-04-14,1830.61,-0.18244828023016452,3111540000.0,0.09,2.0
2014-04-15,1842.98,-0.31174490638077257,3736440000.0,0.09,2.0
2014-04-16,1862.31,0.04558424185961485,3155080000.0,0.09,2.0
2014-04-17,1864.85,0.24844716225440303,3341430000.0,0.09,2.0
2014-04-21,1871.89,-0.13601227616891265,2642500000.0,0.09,2.0
2014-04-22,1879.55,-0.4724379125982523,3215440000.0,0.09,2.0
2014-04-23,1875.39,0.04676077018181483,3085720000.0,0.09,2.0
2014-04-24,1878.61,0.09714863759775956,3191830000.0,0.09,2.0
2014-04-25,1863.4,-0.020711401104927064,3213020000.0,0.09,2.0
2014-04-28,1869.43,0.01108008436858654,4034680000.0,0.09,2.0
2014-04-29,1878.33,0.014043580740690231,3647820000.0,0.09,2.0
2014-04-30,1883.95,0.08958597294986248,3779230000.0,0.09,2.0
2014-05-01,1883.68,0.01166212186217308,3416740000.0,0.09,2.1
2014-05-02,1881.14,-0.062067368254065516,3159560000.0,0.09,2.1
2014-05-05,1884.66,-0.13466347195208073,2733730000.0,0.09,2.1
2014-05-06,1867.72,0.2462825020775199,3327260000.0,0.09,2.1
2014-05-07,1878.21,0.16502850285420814,3632950000.0,0.09,2.1
2014-05-08,1875.63,-0.06458617653697729,3393420000.0,0.09,2.1
2014-05-09,1878.48,0.04664900774757067,3025020000.0,0.09,2.1
2014-05-12,1896.65,0.006367082086702188,3005740000.0,0.09,2.1
2014-05-13,1897.45,0.40288692666217685,2915680000.0,0.09,2.1
2014-05-14,1888.53,0.01954140840098262,2822060000.0,0.09,2.1
2014-05-15,1870.85,0.17605154514312743,3552640000.0,0.09,2.1
2014-05-19,1885.08,-0.3146555652841926,2664250000.0,0.09,2.1
2014-05-20,1872.83,0.003992221783846617,3007700000.0,0.09,2.1
2014-05-21,1888.03,0.11047118902206421,2777140000.0,0.09,2.1
2014-05-22,1892.49,-0.05735910373429457,2759800000.0,0.09,2.1
2014-05-23,1900.53,0.025256465056112835,2396280000.0,0.09,2.1
2014-05-27,1911.91,-0.18708553374744952,2911020000.0,0.09,2.1
2014-05-28,1909.78,0.0031966796765724816,2976450000.0,0.09,2.1
2014-05-29,1920.03,-0.2157933230822285,2709050000.0,0.09,2.1
2014-05-30,1923.57,0.02822539396584034,3263490000.0,0.09,2.1
2014-06-02,1924.97,0.0461499304510653,2509020000.0,0.1,2.1
2014-06-03,1924.24,-0.26928721213092405,2867180000.0,0.1,2.1
2014-06-04,1927.88,0.16660865396261215,2793920000.0,0.1,2.1
2014-06-05,1940.46,-0.042407595086842775,3113270000.0,0.1,2.1
2014-06-06,1949.44,0.083842808380723,2864300000.0,0.1,2.1
2014-06-09,1951.27,-0.053907628481586777,2812180000.0,0.1,2.1
2014-06-10,1950.79,-0.018887991784140468,2702360000.0,0.1,2.1
2014-06-11,1943.89,-0.39627639918277663,2710620000.0,0.1,2.1
2014-06-12,1930.11,0.07079540425911546,3040480000.0,0.1,2.1
2014-06-13,1936.16,-0.020100752512613933,2598230000.0,0.1,2.1
2014-06-16,1937.78,0.351090244948864,2926130000.0,0.1,2.1
2014-06-17,1941.99,0.049754087813198566,2971260000.0,0.1,2.1
2014-06-18,1956.98,-0.29246473498642445,3065220000.0,0.1,2.1
2014-06-19,1959.48,-0.28303441107273103,2952150000.0,0.1,2.1
2014-06-20,1962.87,0.01600429369136691,4336240000.0,0.1,2.1
2014-06-23,1962.61,-0.22334065474569798,2717630000.0,0.1,2.1
2014-06-24,1949.98,0.1309304339811206,3089700000.0,0.1,2.1
2014-06-25,1959.53,0.04979144191990296,3106710000.0,0.1,2.1
2014-06-26,1957.22,0.017677019350230694,2778840000.0,0.1,2.1
2014-06-27,1960.96,-0.47287856694310904,4290590000.0,0.1,2.1
2014-06-30,1960.23,0.5837696194648743,3037350000.0,0.1,2.1
2014-07-01,1973.32,-0.2721277461387217,3188240000.0,0.09,2.0
2014-07-02,1974.62,0.11859648078680038,2851480000.0,0.09,2.0
2014-07-03,1985.44,0.07292005084455014,1998090000.0,0.09,2.0
2014-07-07,1977.65,0.01978871412575245,2681260000.0,0.09,2.0
2014-07-08,1963.71,-0.26666647344827654,3302430000.0,0.09,2.0
2014-07-09,1972.83,0.20851732324808836,2858800000.0,0.09,2.0
2014-07-10,1964.68,-0.24208861030638218,3165690000.0,0.09,2.0
2014-07-11,1967.57,0.13982998440042138,2684630000.0,0.09,2.0
2014-07-14,1977.1,0.02441917099058628,2744920000.0,0.09,2.0
2014-07-15,1973.28,0.0698203556239605,3328740000.0,0.09,2.0
2014-07-16,1981.57,0.2906057422515005,3390950000.0,0.09,2.0
2014-07-17,1958.12,-0.06590491384267808,3381680000.0,0.09,2.0
2014-07-18,1978.22,-0.11067786626517773,3106060000.0,0.09,2.0
2014-07-21,1973.63,0.06167135387659073,2611160000.0,0.09,2.0
2014-07-22,1983.53,0.12579130791127682,2890480000.0,0.09,2.0
2014-07-23,1987.01,0.012517314404249191,2869720000.0,0.09,2.0
2014-07-24,1987.98,0.00411408394575119,3203530000.0,0.09,2.0
2014-07-25,1978.34,-0.3048718352802098,2638960000.0,0.09,2.0
2014-07-28,1978.91,0.10990482568740845,2803320000.0,0.09,2.0
2014-07-29,1969.95,-0.27256875050564605,3183300000.0,0.09,2.0
2014-07-30,1970.07,0.007220669649541378,3448250000.0,0.09,2.0
2014-07-31,1930.67,-0.41173783293925226,4193000000.0,0.09,2.0
2014-08-01,1925.15,-0.28762598522007465,3789660000.0,0.09,1.7
2014-08-04,1938.99,0.01712423749268055,3072920000.0,0.09,1.7
2014-08-05,1920.21,0.08880243667711814,3462520000.0,0.09,1.7
2014-08-06,1920.24,-0.18396055325865746,3539150000.0,0.09,1.7
